,breed,type.x,contact_state
18665,Beagle,Dog,PA
18666,Hound,Dog,VA
18667,Terrier,Dog,VA
18668,Labrador Retriever,Dog,VA
18669,Labrador Retriever,Dog,VA
18670,Hound,Dog,VA
18671,American Staffordshire Terrier,Dog,VA
18672,American Staffordshire Terrier,Dog,VA
18673,American Staffordshire Terrier,Dog,VA
18674,American Staffordshire Terrier,Dog,VA
18675,Shih Tzu,Dog,MD
18676,Labrador Retriever,Dog,VA
18677,German Shepherd Dog,Dog,VA
18678,Hound,Dog,DC
18679,Rhodesian Ridgeback,Dog,MD
18680,Labrador Retriever,Dog,VA
18681,Australian Shepherd,Dog,PA
18682,Mixed Breed,Dog,DC
18683,Mixed Breed,Dog,DC
18684,Dachshund,Dog,PA
18685,German Shepherd Dog,Dog,VA
18686,Pit Bull Terrier,Dog,PA
18687,Basset Hound,Dog,NJ
18688,Alaskan Malamute,Dog,MD
18689,Bichon Frise,Dog,PA
18690,Labrador Retriever,Dog,MD
18691,Yellow Labrador Retriever,Dog,MD
18692,English Shepherd,Dog,MD
18693,Pomeranian,Dog,NJ
18694,Labrador Retriever,Dog,VA
18695,Labrador Retriever,Dog,MD
18696,Labrador Retriever,Dog,PA
18697,Mastiff,Dog,PA
18698,Pit Bull Terrier,Dog,VA
18699,Beagle,Dog,MD
18700,Beagle,Dog,MD
18701,Beagle,Dog,MD
18702,Labrador Retriever,Dog,VA
18703,Labrador Retriever,Dog,MD
18704,Pit Bull Terrier,Dog,VA
18705,Hound,Dog,VA
18706,Labrador Retriever,Dog,VA
18707,Hound,Dog,VA
18708,Mixed Breed,Dog,VA
18709,Beagle,Dog,MD
18710,Beagle,Dog,MD
18711,Doberman Pinscher,Dog,PA
18712,Hound,Dog,VA
18713,Dachshund,Dog,WV
18714,Cocker Spaniel,Dog,VA
18715,Rat Terrier,Dog,VA
18716,Rat Terrier,Dog,VA
18717,Redbone Coonhound,Dog,VA
18718,German Shepherd Dog,Dog,MD
18719,Treeing Walker Coonhound,Dog,VA
18720,Chihuahua,Dog,MD
18721,Terrier,Dog,VA
18722,Hound,Dog,VA
18723,Pit Bull Terrier,Dog,DC
18724,Shepherd,Dog,VA
18725,Pit Bull Terrier,Dog,VA
18726,Shepherd,Dog,VA
18727,German Shepherd Dog,Dog,MD
18728,Pit Bull Terrier,Dog,MD
18729,Shepherd,Dog,MD
18730,Great Dane,Dog,VA
18731,Shepherd,Dog,MD
18732,Anatolian Shepherd,Dog,DC
18733,Labrador Retriever,Dog,MD
18734,Labrador Retriever,Dog,PA
18735,Hound,Dog,VA
18736,Pit Bull Terrier,Dog,VA
18737,German Shorthaired Pointer,Dog,PA
18738,Boxer,Dog,VA
18739,Labrador Retriever,Dog,PA
18740,Labrador Retriever,Dog,VA
18741,Labrador Retriever,Dog,MD
18742,Hound,Dog,VA
18743,Labrador Retriever,Dog,MD
18744,Labrador Retriever,Dog,MD
18745,Labrador Retriever,Dog,VA
18746,Pit Bull Terrier,Dog,VA
18747,Saluki,Dog,VA
18748,Labrador Retriever,Dog,VA
18749,Shepherd,Dog,VA
18750,Shar-Pei,Dog,PA
18751,Chihuahua,Dog,PA
18752,Terrier,Dog,DE
18753,Mixed Breed,Dog,DE
18754,German Shepherd Dog,Dog,MD
18755,Pit Bull Terrier,Dog,VA
18756,Great Pyrenees,Dog,PA
18757,Boxer,Dog,PA
18758,Hound,Dog,VA
18759,Pit Bull Terrier,Dog,VA
18760,Hound,Dog,VA
18761,Terrier,Dog,VA
18762,Pit Bull Terrier,Dog,VA
18763,American Staffordshire Terrier,Dog,PA
18764,Labrador Retriever,Dog,MD
18765,Labrador Retriever,Dog,VA
18766,Catahoula Leopard Dog,Dog,PA
18767,German Shepherd Dog,Dog,MD
18768,Hound,Dog,VA
18769,Mixed Breed,Dog,DE
18770,Mixed Breed,Dog,DE
18771,Coonhound,Dog,VA
18772,German Shepherd Dog,Dog,VA
18773,German Shepherd Dog,Dog,VA
18774,Pomeranian,Dog,PA
18775,Hound,Dog,VA
18776,Wirehaired Terrier,Dog,VA
18777,Shar-Pei,Dog,MD
18778,Retriever,Dog,DE
18779,Setter,Dog,MD
18780,Labrador Retriever,Dog,VA
18781,Labrador Retriever,Dog,MD
18782,Pit Bull Terrier,Dog,PA
18783,Treeing Walker Coonhound,Dog,VA
18784,Pointer,Dog,MD
18785,Mixed Breed,Dog,VA
18786,Chihuahua,Dog,MD
18787,Beagle,Dog,MD
18788,Feist,Dog,MD
18789,American Bulldog,Dog,MD
18790,American Bulldog,Dog,MD
18791,American Staffordshire Terrier,Dog,MD
18792,Foxhound,Dog,VA
18793,German Shepherd Dog,Dog,MD
18794,German Shepherd Dog,Dog,MD
18795,Pit Bull Terrier,Dog,MD
18796,Husky,Dog,MD
18797,Rottweiler,Dog,MD
18798,Border Collie,Dog,VA
18799,Pit Bull Terrier,Dog,MD
18800,Beagle,Dog,VA
18801,Beagle,Dog,VA
18802,Beagle,Dog,VA
18803,Pit Bull Terrier,Dog,DE
18804,Chihuahua,Dog,VA
18805,Mountain Cur,Dog,DE
18806,Husky,Dog,DE
18807,Pit Bull Terrier,Dog,WV
18808,Labrador Retriever,Dog,VA
18809,Foxhound,Dog,VA
18810,Anatolian Shepherd,Dog,MD
18811,Yorkshire Terrier,Dog,VA
18812,Yorkshire Terrier,Dog,VA
18813,Shih Tzu,Dog,VA
18814,Beagle,Dog,DE
18815,Pit Bull Terrier,Dog,VA
18816,Terrier,Dog,VA
18817,Retriever,Dog,MD
18818,Coonhound,Dog,VA
18819,Australian Shepherd,Dog,VA
18820,English Springer Spaniel,Dog,VA
18821,Terrier,Dog,VA
18822,Terrier,Dog,VA
18823,American Staffordshire Terrier,Dog,MD
18824,American Bulldog,Dog,MD
18825,Pit Bull Terrier,Dog,MD
18826,Boxer,Dog,DE
18827,Mastiff,Dog,DE
18828,American Staffordshire Terrier,Dog,VA
18829,Labrador Retriever,Dog,VA
18830,Labrador Retriever,Dog,MD
18831,Treeing Walker Coonhound,Dog,MD
18832,Pit Bull Terrier,Dog,MD
18833,Pit Bull Terrier,Dog,VA
18834,Rat Terrier,Dog,VA
18835,Shepherd,Dog,VA
18836,Pit Bull Terrier,Dog,PA
18837,Beagle,Dog,PA
18838,Dalmatian,Dog,DC
18839,Hound,Dog,PA
18840,Labrador Retriever,Dog,DC
18841,Mixed Breed,Dog,MD
18842,American Foxhound,Dog,WV
18843,Pit Bull Terrier,Dog,DE
18844,Jack Russell Terrier,Dog,DE
18845,Yellow Labrador Retriever,Dog,MD
18846,American Staffordshire Terrier,Dog,VA
18847,German Shepherd Dog,Dog,MD
18848,Doberman Pinscher,Dog,VA
18849,Doberman Pinscher,Dog,MD
18850,Mixed Breed,Dog,VA
18851,Terrier,Dog,VA
18852,Pit Bull Terrier,Dog,PA
18853,Rottweiler,Dog,PA
18854,Shepherd,Dog,DC
18855,Pit Bull Terrier,Dog,PA
18856,Miniature Pinscher,Dog,MD
18857,Beagle,Dog,PA
18858,Australian Cattle Dog / Blue Heeler,Dog,MD
18859,Beagle,Dog,MD
18860,Beagle,Dog,MD
18861,Terrier,Dog,MD
18862,Beagle,Dog,VA
18863,Canaan Dog,Dog,PA
18864,Labrador Retriever,Dog,PA
18865,Labrador Retriever,Dog,PA
18866,Hound,Dog,DC
18867,Mixed Breed,Dog,VA
18868,Labrador Retriever,Dog,MD
18869,Terrier,Dog,VA
18870,Terrier,Dog,VA
18871,Pit Bull Terrier,Dog,DE
18872,Terrier,Dog,MD
18873,Carolina Dog,Dog,MD
18874,Doberman Pinscher,Dog,VA
18875,Doberman Pinscher,Dog,MD
18876,Mixed Breed,Dog,VA
18877,Terrier,Dog,VA
18878,Boston Terrier,Dog,WV
18879,Saluki,Dog,MD
18880,Boxer,Dog,MD
18881,Retriever,Dog,VA
18882,Pomeranian,Dog,PA
18883,Chihuahua,Dog,PA
18884,Chihuahua,Dog,PA
18885,Yellow Labrador Retriever,Dog,MD
18886,Pit Bull Terrier,Dog,MD
18887,Bluetick Coonhound,Dog,VA
18888,Pug,Dog,MD
18889,Black Labrador Retriever,Dog,MD
18890,Shepherd,Dog,VA
18891,Terrier,Dog,DC
18892,German Shepherd Dog,Dog,MD
18893,German Shepherd Dog,Dog,MD
18894,American Bulldog,Dog,MD
18895,Beagle,Dog,VA
18896,Yellow Labrador Retriever,Dog,MD
18897,Treeing Walker Coonhound,Dog,VA
18898,Great Pyrenees,Dog,PA
18899,Labrador Retriever,Dog,MD
18900,Pit Bull Terrier,Dog,WV
18901,Hound,Dog,MD
18902,Labrador Retriever,Dog,PA
18903,Labrador Retriever,Dog,PA
18904,Beagle,Dog,VA
18905,Hound,Dog,VA
18906,Labrador Retriever,Dog,MD
18907,Canaan Dog,Dog,VA
18908,Chinese Crested Dog,Dog,PA
18909,Hound,Dog,VA
18910,Pit Bull Terrier,Dog,MD
18911,Mixed Breed,Dog,VA
18912,Mixed Breed,Dog,VA
18913,Yellow Labrador Retriever,Dog,DC
18914,Akita,Dog,DE
18915,Pit Bull Terrier,Dog,MD
18916,Australian Shepherd,Dog,PA
18917,Mastiff,Dog,PA
18918,American Staffordshire Terrier,Dog,VA
18919,Hound,Dog,VA
18920,German Shepherd Dog,Dog,MD
18921,German Shepherd Dog,Dog,MD
18922,Labrador Retriever,Dog,MD
18923,German Shepherd Dog,Dog,PA
18924,Terrier,Dog,VA
18925,German Shepherd Dog,Dog,MD
18926,Great Pyrenees,Dog,MD
18927,Labrador Retriever,Dog,MD
18928,Retriever,Dog,VA
18929,Mixed Breed,Dog,VA
18930,Chihuahua,Dog,PA
18931,Terrier,Dog,MD
18932,Terrier,Dog,MD
18933,Mixed Breed,Dog,DE
18934,Terrier,Dog,PA
18935,Setter,Dog,MD
18936,Belgian Shepherd / Malinois,Dog,MD
18937,Chow Chow,Dog,MD
18938,Hound,Dog,DE
18939,Labrador Retriever,Dog,MD
18940,Labrador Retriever,Dog,PA
18941,Pit Bull Terrier,Dog,VA
18942,Beagle,Dog,VA
18943,Labrador Retriever,Dog,MD
18944,Shepherd,Dog,VA
18945,Pit Bull Terrier,Dog,VA
18946,Labrador Retriever,Dog,VA
18947,Pit Bull Terrier,Dog,MD
18948,Pit Bull Terrier,Dog,MD
18949,Boxer,Dog,MD
18950,Terrier,Dog,VA
18951,Mixed Breed,Dog,DE
18952,Beagle,Dog,VA
18953,Boxer,Dog,VA
18954,Hound,Dog,VA
18955,Husky,Dog,DC
18956,Shiba Inu,Dog,WV
18957,Pit Bull Terrier,Dog,PA
18958,Terrier,Dog,VA
18959,Wire Fox Terrier,Dog,PA
18960,Wire Fox Terrier,Dog,PA
18961,Wire Fox Terrier,Dog,PA
18962,Wire Fox Terrier,Dog,PA
18963,Labrador Retriever,Dog,PA
18964,German Shepherd Dog,Dog,PA
18965,Miniature Pinscher,Dog,MD
18966,Jack Russell Terrier,Dog,MD
18967,Husky,Dog,VA
18968,Pit Bull Terrier,Dog,VA
18969,Terrier,Dog,VA
18970,Beagle,Dog,VA
18971,Retriever,Dog,MD
18972,Pit Bull Terrier,Dog,PA
18973,Great Pyrenees,Dog,MD
18974,Terrier,Dog,VA
18975,Black Labrador Retriever,Dog,MD
18976,Shepherd,Dog,PA
18977,Beagle,Dog,MD
18978,Boxer,Dog,MD
18979,Pit Bull Terrier,Dog,VA
18980,Shih Tzu,Dog,PA
18981,Shih Tzu,Dog,MD
18982,Catahoula Leopard Dog,Dog,DE
18983,Foxhound,Dog,DC
18984,Mixed Breed,Dog,VA
18985,Labrador Retriever,Dog,MD
18986,Labrador Retriever,Dog,PA
18987,Alaskan Malamute,Dog,MD
18988,Border Collie,Dog,MD
18989,Border Collie,Dog,MD
18990,Labrador Retriever,Dog,VA
18991,Labrador Retriever,Dog,VA
18992,Beagle,Dog,VA
18993,Pit Bull Terrier,Dog,VA
18994,Coonhound,Dog,VA
18995,Cocker Spaniel,Dog,MD
18996,Labrador Retriever,Dog,PA
18997,Labrador Retriever,Dog,DC
18998,Beagle,Dog,VA
18999,Terrier,Dog,VA
19000,Miniature Pinscher,Dog,MD
19001,Dachshund,Dog,MD
19002,Coonhound,Dog,MD
19003,Husky,Dog,PA
19004,German Shepherd Dog,Dog,VA
19005,English Coonhound,Dog,MD
19006,Labrador Retriever,Dog,MD
19007,Pit Bull Terrier,Dog,PA
19008,Dachshund,Dog,MD
19009,Yorkshire Terrier,Dog,MD
19010,Boxer,Dog,DC
19011,American Staffordshire Terrier,Dog,VA
19012,Labrador Retriever,Dog,MD
19013,Beagle,Dog,VA
19014,Labrador Retriever,Dog,VA
19015,Mixed Breed,Dog,VA
19016,Great Dane,Dog,MD
19017,Beagle,Dog,WV
19018,Pit Bull Terrier,Dog,VA
19019,Labrador Retriever,Dog,DC
19020,Akita,Dog,MD
19021,Mixed Breed,Dog,VA
19022,Chihuahua,Dog,MD
19023,Beagle,Dog,MD
19024,Papillon,Dog,PA
19025,Shih Tzu,Dog,PA
19026,Jack Russell Terrier,Dog,MD
19027,Pomeranian,Dog,MD
19028,Pomeranian,Dog,MD
19029,Mastiff,Dog,PA
19030,Treeing Walker Coonhound,Dog,VA
19031,Pit Bull Terrier,Dog,PA
19032,Italian Greyhound,Dog,VA
19033,Chihuahua,Dog,VA
19034,Cocker Spaniel,Dog,MD
19035,Husky,Dog,MD
19036,German Shorthaired Pointer,Dog,MD
19037,Chihuahua,Dog,PA
19038,Portuguese Podengo,Dog,MD
19039,Hound,Dog,PA
19040,Pit Bull Terrier,Dog,MD
19041,Chihuahua,Dog,VA
19042,Labrador Retriever,Dog,PA
19043,Pit Bull Terrier,Dog,VA
19044,Retriever,Dog,VA
19045,Shepherd,Dog,VA
19046,Beagle,Dog,VA
19047,Foxhound,Dog,MD
19048,Labrador Retriever,Dog,MD
19049,Jack Russell Terrier,Dog,VA
19050,German Shepherd Dog,Dog,VA
19051,American Staffordshire Terrier,Dog,VA
19052,Poodle,Dog,MD
19053,German Shepherd Dog,Dog,VA
19054,Dachshund,Dog,VA
19055,Rat Terrier,Dog,MD
19056,Hound,Dog,VA
19057,Pit Bull Terrier,Dog,DE
19058,American Eskimo Dog,Dog,VA
19059,Pit Bull Terrier,Dog,MD
19060,Black Labrador Retriever,Dog,PA
19061,Chihuahua,Dog,DE
19062,Labrador Retriever,Dog,VA
19063,Pit Bull Terrier,Dog,MD
19064,Labrador Retriever,Dog,PA
19065,Labrador Retriever,Dog,VA
19066,German Shepherd Dog,Dog,MD
19067,American Staffordshire Terrier,Dog,VA
19068,Plott Hound,Dog,PA
19069,Beagle,Dog,VA
19070,Beagle,Dog,MD
19071,Beagle,Dog,MD
19072,German Shepherd Dog,Dog,DE
19073,Pit Bull Terrier,Dog,MD
19074,Pit Bull Terrier,Dog,VA
19075,Boxer,Dog,MD
19076,Greyhound,Dog,PA
19077,Terrier,Dog,DC
19078,Jack Russell Terrier,Dog,PA
19079,Poodle,Dog,PA
19080,Beagle,Dog,PA
19081,German Shepherd Dog,Dog,MD
19082,Pit Bull Terrier,Dog,VA
19083,Labrador Retriever,Dog,PA
19084,Terrier,Dog,WV
19085,Mastiff,Dog,MD
19086,Beagle,Dog,VA
19087,Boxer,Dog,PA
19088,German Shepherd Dog,Dog,PA
19089,German Shepherd Dog,Dog,PA
19090,Miniature Poodle,Dog,VA
19091,Shepherd,Dog,PA
19092,American Staffordshire Terrier,Dog,VA
19093,Pug,Dog,PA
19094,Pug,Dog,PA
19095,Labrador Retriever,Dog,PA
19096,Hound,Dog,DC
19097,Basenji,Dog,WV
19098,Shepherd,Dog,VA
19099,Chihuahua,Dog,MD
19100,Hound,Dog,VA
19101,Mixed Breed,Dog,VA
19102,Shepherd,Dog,VA
19103,Pit Bull Terrier,Dog,VA
19104,Pit Bull Terrier,Dog,VA
19105,Beagle,Dog,PA
19106,Miniature Pinscher,Dog,VA
19107,Miniature Pinscher,Dog,VA
19108,Airedale Terrier,Dog,WV
19109,Terrier,Dog,MD
19110,Cane Corso,Dog,MD
19111,Hound,Dog,VA
19112,Labrador Retriever,Dog,MD
19113,Schnauzer,Dog,PA
19114,Miniature Pinscher,Dog,PA
19115,Hound,Dog,PA
19116,Plott Hound,Dog,MD
19117,Border Collie,Dog,VA
19118,Carolina Dog,Dog,PA
19119,American Staffordshire Terrier,Dog,VA
19120,Border Collie,Dog,VA
19121,Pit Bull Terrier,Dog,MD
19122,Beagle,Dog,VA
19123,Beagle,Dog,MD
19124,Pit Bull Terrier,Dog,VA
19125,Hound,Dog,VA
19126,Boxer,Dog,MD
19127,Labrador Retriever,Dog,MD
19128,Shepherd,Dog,MD
19129,Catahoula Leopard Dog,Dog,PA
19130,Boxer,Dog,MD
19131,Poodle,Dog,VA
19132,Labrador Retriever,Dog,VA
19133,Boxer,Dog,PA
19134,Mixed Breed,Dog,DE
19135,Cocker Spaniel,Dog,MD
19136,Coonhound,Dog,PA
19137,American Staffordshire Terrier,Dog,VA
19138,Redbone Coonhound,Dog,MD
19139,Hound,Dog,VA
19140,Pit Bull Terrier,Dog,MD
19141,Pit Bull Terrier,Dog,MD
19142,Dutch Shepherd,Dog,MD
19143,Labrador Retriever,Dog,VA
19144,Labrador Retriever,Dog,MD
19145,Border Collie,Dog,MD
19146,Pit Bull Terrier,Dog,DE
19147,Pomeranian,Dog,MD
19148,Rat Terrier,Dog,VA
19149,Labrador Retriever,Dog,VA
19150,Pit Bull Terrier,Dog,MD
19151,Whippet,Dog,PA
19152,English Springer Spaniel,Dog,VA
19153,English Springer Spaniel,Dog,VA
19154,American Staffordshire Terrier,Dog,PA
19155,Miniature Poodle,Dog,VA
19156,Beagle,Dog,MD
19157,Terrier,Dog,VA
19158,Pit Bull Terrier,Dog,PA
19159,Border Collie,Dog,MD
19160,Shepherd,Dog,MD
19161,Rhodesian Ridgeback,Dog,WV
19162,Labrador Retriever,Dog,VA
19163,American Staffordshire Terrier,Dog,VA
19164,Shar-Pei,Dog,MD
19165,Basset Hound,Dog,NJ
19166,German Shepherd Dog,Dog,PA
19167,American Bulldog,Dog,MD
19168,Pit Bull Terrier,Dog,MD
19169,German Shepherd Dog,Dog,VA
19170,German Shepherd Dog,Dog,VA
19171,Black Labrador Retriever,Dog,MD
19172,American Bulldog,Dog,MD
19173,Labrador Retriever,Dog,VA
19174,Labrador Retriever,Dog,PA
19175,Toy Fox Terrier,Dog,PA
19176,Husky,Dog,MD
19177,Chihuahua,Dog,VA
19178,Labrador Retriever,Dog,MD
19179,Collie,Dog,VA
19180,Boxer,Dog,DC
19181,Shih Tzu,Dog,PA
19182,Labrador Retriever,Dog,PA
19183,Labrador Retriever,Dog,MD
19184,Labrador Retriever,Dog,NJ
19185,American Staffordshire Terrier,Dog,VA
19186,Scottish Terrier,Dog,PA
19187,Pomeranian,Dog,PA
19188,Great Dane,Dog,DE
19189,Labrador Retriever,Dog,VA
19190,Terrier,Dog,VA
19191,Labrador Retriever,Dog,MD
19192,Pit Bull Terrier,Dog,MD
19193,Husky,Dog,PA
19194,Jack Russell Terrier,Dog,VA
19195,Boston Terrier,Dog,PA
19196,Xoloitzcuintli / Mexican Hairless,Dog,VA
19197,Black Labrador Retriever,Dog,VA
19198,Labrador Retriever,Dog,VA
19199,Labrador Retriever,Dog,VA
19200,Pit Bull Terrier,Dog,VA
19201,Mixed Breed,Dog,MD
19202,Pomeranian,Dog,PA
19203,German Shepherd Dog,Dog,MD
19204,Pit Bull Terrier,Dog,MD
19205,Pit Bull Terrier,Dog,VA
19206,Yorkshire Terrier,Dog,MD
19207,Beagle,Dog,VA
19208,Husky,Dog,MD
19209,Jack Russell Terrier,Dog,VA
19210,Papillon,Dog,VA
19211,Pit Bull Terrier,Dog,VA
19212,Hound,Dog,DC
19213,Husky,Dog,VA
19214,Pit Bull Terrier,Dog,VA
19215,Beagle,Dog,VA
19216,Labrador Retriever,Dog,PA
19217,Dalmatian,Dog,PA
19218,Rottweiler,Dog,PA
19219,Beagle,Dog,PA
19220,Beagle,Dog,PA
19221,Labrador Retriever,Dog,PA
19222,Border Collie,Dog,PA
19223,Chihuahua,Dog,PA
19224,American Staffordshire Terrier,Dog,PA
19225,Hound,Dog,MD
19226,Pit Bull Terrier,Dog,MD
19227,Pug,Dog,PA
19228,Coonhound,Dog,VA
19229,Bluetick Coonhound,Dog,VA
19230,Pomeranian,Dog,PA
19231,Whippet,Dog,MD
19232,Beagle,Dog,VA
19233,Chihuahua,Dog,WV
19234,American Staffordshire Terrier,Dog,VA
19235,Pit Bull Terrier,Dog,VA
19236,Basenji,Dog,VA
19237,Hound,Dog,VA
19238,Weimaraner,Dog,DC
19239,American Bulldog,Dog,DC
19240,Beagle,Dog,NJ
19241,Beagle,Dog,MD
19242,Border Collie,Dog,VA
19243,American Bulldog,Dog,MD
19244,Great Dane,Dog,MD
19245,Beagle,Dog,VA
19246,Pomeranian,Dog,PA
19247,Yellow Labrador Retriever,Dog,PA
19248,Lhasa Apso,Dog,PA
19249,English Springer Spaniel,Dog,PA
19250,Coonhound,Dog,MD
19251,Beagle,Dog,MD
19252,Labrador Retriever,Dog,VA
19253,Hound,Dog,VA
19254,Labrador Retriever,Dog,VA
19255,Pit Bull Terrier,Dog,PA
19256,Terrier,Dog,VA
19257,Foxhound,Dog,VA
19258,Chihuahua,Dog,VA
19259,Beagle,Dog,VA
19260,German Shepherd Dog,Dog,PA
19261,Boxer,Dog,VA
19262,American Staffordshire Terrier,Dog,MD
19263,Staffordshire Bull Terrier,Dog,WV
19264,Pit Bull Terrier,Dog,VA
19265,Pit Bull Terrier,Dog,VA
19266,Jack Russell Terrier,Dog,MD
19267,Terrier,Dog,VA
19268,Terrier,Dog,VA
19269,Husky,Dog,MD
19270,Labrador Retriever,Dog,VA
19271,American Bulldog,Dog,VA
19272,Terrier,Dog,VA
19273,Hound,Dog,VA
19274,Boxer,Dog,DC
19275,German Shepherd Dog,Dog,MD
19276,Pit Bull Terrier,Dog,VA
19277,Australian Cattle Dog / Blue Heeler,Dog,VA
19278,Rottweiler,Dog,PA
19279,Treeing Walker Coonhound,Dog,NJ
19280,American Staffordshire Terrier,Dog,MD
19281,Pit Bull Terrier,Dog,MD
19282,Chihuahua,Dog,WV
19283,Dachshund,Dog,PA
19284,Coonhound,Dog,VA
19285,Beagle,Dog,MD
19286,Beagle,Dog,MD
19287,Labrador Retriever,Dog,VA
19288,Parson Russell Terrier,Dog,VA
19289,German Shepherd Dog,Dog,MD
19290,Labrador Retriever,Dog,VA
19291,Hound,Dog,VA
19292,Hound,Dog,VA
19293,Boxer,Dog,MD
19294,Pit Bull Terrier,Dog,VA
19295,Weimaraner,Dog,MD
19296,Alaskan Malamute,Dog,DE
19297,Hound,Dog,VA
19298,Hound,Dog,VA
19299,Poodle,Dog,PA
19300,Chihuahua,Dog,PA
19301,Hound,Dog,VA
19302,Labrador Retriever,Dog,VA
19303,Terrier,Dog,VA
19304,Basset Hound,Dog,VA
19305,Pomeranian,Dog,MD
19306,Terrier,Dog,VA
19307,German Shepherd Dog,Dog,MD
19308,Terrier,Dog,VA
19309,Terrier,Dog,VA
19310,Foxhound,Dog,VA
19311,Beagle,Dog,WV
19312,Chihuahua,Dog,PA
19313,American Bulldog,Dog,MD
19314,Pit Bull Terrier,Dog,VA
19315,Labrador Retriever,Dog,MD
19316,Mixed Breed,Dog,VA
19317,Plott Hound,Dog,PA
19318,Plott Hound,Dog,PA
19319,Doberman Pinscher,Dog,VA
19320,Terrier,Dog,VA
19321,Chow Chow,Dog,PA
19322,Parson Russell Terrier,Dog,VA
19323,Beagle,Dog,PA
19324,Labrador Retriever,Dog,PA
19325,English Bulldog,Dog,PA
19326,Boxer,Dog,VA
19327,Pit Bull Terrier,Dog,MD
19328,Pit Bull Terrier,Dog,VA
19329,Labrador Retriever,Dog,MD
19330,Boxer,Dog,DC
19331,American Bulldog,Dog,MD
19332,Chihuahua,Dog,PA
19333,Labrador Retriever,Dog,MD
19334,Spaniel,Dog,WV
19335,Basset Hound,Dog,WV
19336,Jack Russell Terrier,Dog,WV
19337,Hound,Dog,VA
19338,Terrier,Dog,VA
19339,Greyhound,Dog,DC
19340,Pit Bull Terrier,Dog,PA
19341,Terrier,Dog,VA
19342,American Staffordshire Terrier,Dog,PA
19343,Jack Russell Terrier,Dog,PA
19344,American Bulldog,Dog,VA
19345,Hound,Dog,VA
19346,Boxer,Dog,VA
19347,Schnauzer,Dog,MD
19348,Chihuahua,Dog,MD
19349,Afghan Hound,Dog,VA
19350,Jack Russell Terrier,Dog,MD
19351,Labrador Retriever,Dog,MD
19352,American Staffordshire Terrier,Dog,MD
19353,American Bulldog,Dog,MD
19354,Beagle,Dog,MD
19355,Mixed Breed,Dog,PA
19356,American Bulldog,Dog,PA
19357,Black Labrador Retriever,Dog,MD
19358,German Shepherd Dog,Dog,VA
19359,Hound,Dog,WV
19360,Pit Bull Terrier,Dog,VA
19361,Bloodhound,Dog,VA
19362,Chihuahua,Dog,VA
19363,Chow Chow,Dog,PA
19364,Black and Tan Coonhound,Dog,VA
19365,Pit Bull Terrier,Dog,MD
19366,Shepherd,Dog,DC
19367,Pit Bull Terrier,Dog,DE
19368,Terrier,Dog,VA
19369,Mountain Cur,Dog,MD
19370,Mixed Breed,Dog,PA
19371,Terrier,Dog,MD
19372,Pit Bull Terrier,Dog,PA
19373,Retriever,Dog,MD
19374,Beagle,Dog,MD
19375,Hound,Dog,VA
19376,Boxer,Dog,VA
19377,Boxer,Dog,PA
19378,Rottweiler,Dog,MD
19379,German Shepherd Dog,Dog,MD
19380,Yorkshire Terrier,Dog,MD
19381,Doberman Pinscher,Dog,VA
19382,Basenji,Dog,DC
19383,Pit Bull Terrier,Dog,MD
19384,Hound,Dog,DC
19385,Mixed Breed,Dog,DE
19386,Akita,Dog,MD
19387,Labrador Retriever,Dog,VA
19388,Chihuahua,Dog,MD
19389,Chihuahua,Dog,MD
19390,German Shepherd Dog,Dog,PA
19391,Basset Hound,Dog,PA
19392,Great Pyrenees,Dog,DC
19393,Labrador Retriever,Dog,MD
19394,Terrier,Dog,VA
19395,Terrier,Dog,VA
19396,American Staffordshire Terrier,Dog,VA
19397,Hound,Dog,VA
19398,Black Labrador Retriever,Dog,VA
19399,Terrier,Dog,VA
19400,Terrier,Dog,VA
19401,Terrier,Dog,VA
19402,American Bulldog,Dog,VA
19403,Labrador Retriever,Dog,VA
19404,Pit Bull Terrier,Dog,VA
19405,Shih Tzu,Dog,MD
19406,Treeing Walker Coonhound,Dog,MD
19407,Basset Hound,Dog,NJ
19408,Beagle,Dog,VA
19409,Beagle,Dog,VA
19410,Beagle,Dog,VA
19411,Akita,Dog,PA
19412,Hound,Dog,VA
19413,Pit Bull Terrier,Dog,MD
19414,Mixed Breed,Dog,MD
19415,German Shepherd Dog,Dog,VA
19416,Boxer,Dog,MD
19417,Akita,Dog,MD
19418,Hound,Dog,VA
19419,Belgian Shepherd / Malinois,Dog,PA
19420,American Bulldog,Dog,PA
19421,Pit Bull Terrier,Dog,VA
19422,Boxer,Dog,PA
19423,Beagle,Dog,PA
19424,Terrier,Dog,VA
19425,Black Mouth Cur,Dog,MD
19426,Hound,Dog,MD
19427,Cane Corso,Dog,VA
19428,Shepherd,Dog,PA
19429,Beagle,Dog,VA
19430,Maltese,Dog,MD
19431,Yorkshire Terrier,Dog,PA
19432,Staffordshire Bull Terrier,Dog,VA
19433,Jack Russell Terrier,Dog,VA
19434,Chihuahua,Dog,WV
19435,Chihuahua,Dog,VA
19436,Pit Bull Terrier,Dog,MD
19437,Hound,Dog,MD
19438,Beagle,Dog,PA
19439,Hound,Dog,MD
19440,Terrier,Dog,DC
19441,Pug,Dog,NJ
19442,Weimaraner,Dog,VA
19443,Carolina Dog,Dog,MD
19444,Cattle Dog,Dog,PA
19445,Basset Hound,Dog,DE
